StageCode,PointIndex,x,y,PointsInStage,elevation
21,150,-4.546805,54.1248,465,67.0
21,151,-4.546657,54.124837,465,67.0
21,152,-4.546542,54.124879,465,67.0
21,153,-4.546429,54.124925,465,67.0
21,154,-4.546031,54.125122,465,73.0
21,155,-4.545143,54.125699,465,73.0
21,156,-4.544763,54.125946,465,81.0
21,157,-4.543409,54.126728,465,94.0
21,158,-4.542785,54.127292,465,94.0
21,159,-4.542374,54.127703,465,97.0
21,160,-4.542189,54.127953,465,97.0
21,161,-4.542105,54.128068,465,97.0
21,162,-4.542014,54.128191,465,97.0
21,163,-4.541613,54.128571,465,99.0
21,164,-4.541087,54.128899,465,98.0
21,165,-4.541083,54.128902,465,98.0
21,166,-4.540627,54.129166,465,101.0
21,167,-4.540614,54.129173,465,101.0
21,168,-4.540355,54.129323,465,101.0
21,169,-4.540078,54.129483,465,101.0
21,170,-4.539774,54.129653,465,98.0
21,171,-4.539567,54.129769,465,98.0
21,172,-4.539485,54.1297,465,98.0
21,173,-4.538742,54.129085,465,88.0
21,174,-4.538438,54.12866,465,88.0
21,175,-4.538101,54.12831,465,81.0
21,176,-4.537719,54.128081,465,81.0
21,177,-4.537251,54.127916,465,74.0
21,178,-4.536313,54.127633,465,74.0
21,179,-4.536295,54.12762,465,74.0
21,180,-4.536282,54.127604,465,74.0
21,181,-4.536274,54.127585,465,74.0
21,182,-4.536273,54.127567,465,74.0
21,183,-4.536279,54.12755,465,74.0
21,184,-4.536288,54.127539,465,74.0
21,185,-4.536435,54.127426,465,68.0
21,186,-4.536621,54.127282,465,68.0
21,187,-4.536845,54.127082,465,68.0
21,188,-4.537142,54.126835,465,68.0
21,189,-4.537274,54.126702,465,68.0
21,190,-4.537313,54.126663,465,68.0
21,191,-4.537548,54.126232,465,66.0
21,192,-4.537697,54.125754,465,60.0
21,193,-4.537528,54.125416,465,60.0
21,194,-4.537419,54.125229,465,52.0
21,195,-4.537249,54.125031,465,52.0
21,196,-4.53699,54.124885,465,53.0
21,197,-4.536702,54.124774,465,53.0
21,198,-4.536015,54.124617,465,55.0
21,199,-4.535235,54.124452,465,55.0
21,200,-4.534767,54.124376,465,53.0
21,201,-4.534699,54.124465,465,53.0
21,202,-4.534458,54.124535,465,53.0
21,203,-4.533999,54.124619,465,53.0
21,204,-4.533717,54.12466,465,56.0
21,205,-4.53344,54.124668,465,56.0
21,206,-4.533162,54.124651,465,56.0
21,207,-4.53285,54.124617,465,56.0
21,208,-4.532341,54.124587,465,59.0
21,209,-4.531725,54.124621,465,59.0
21,210,-4.531164,54.1247,465,58.0
21,211,-4.530709,54.124787,465,58.0
21,212,-4.530258,54.124881,465,58.0
21,213,-4.529791,54.124925,465,55.0
21,214,-4.529265,54.124916,465,55.0
21,215,-4.5288,54.124917,465,55.0
21,216,-4.528538,54.124948,465,47.0
21,217,-4.528208,54.125029,465,57.0
21,218,-4.527906,54.125105,465,57.0
21,219,-4.527695,54.125155,465,57.0
21,220,-4.527401,54.125226,465,56.0
21,221,-4.527179,54.125298,465,56.0
21,222,-4.526993,54.125377,465,56.0
21,223,-4.526872,54.12545,465,56.0
21,224,-4.526827,54.12551,465,56.0
21,225,-4.526733,54.125746,465,56.0
21,226,-4.526565,54.126005,465,60.0
21,227,-4.526483,54.126185,465,60.0
21,228,-4.526381,54.12627,465,60.0
21,229,-4.52616,54.126347,465,55.0
21,230,-4.525638,54.126483,465,55.0
21,231,-4.524666,54.126734,465,58.0
21,232,-4.523949,54.126969,465,58.0
21,233,-4.523824,54.12702,465,58.0
21,234,-4.523595,54.127113,465,51.0
21,235,-4.523527,54.12715,465,51.0
21,236,-4.523272,54.127289,465,51.0
21,237,-4.523242,54.127305,465,51.0
21,238,-4.523171,54.12735,465,51.0
21,239,-4.52312,54.127424,465,51.0
21,240,-4.523138,54.127525,465,53.0
21,241,-4.523188,54.127622,465,53.0
21,242,-4.523266,54.127712,465,53.0
21,243,-4.523295,54.127807,465,53.0
21,244,-4.523227,54.127933,465,53.0
21,245,-4.523114,54.128074,465,53.0
21,246,-4.522819,54.127978,465,53.0
21,247,-4.522165,54.127736,465,52.0
21,248,-4.522157,54.127733,465,52.0
21,249,-4.521992,54.12768,465,52.0
21,250,-4.521715,54.127636,465,52.0
21,251,-4.521209,54.127568,465,57.0
21,252,-4.520919,54.127514,465,57.0
21,253,-4.520445,54.127383,465,44.0
21,254,-4.520327,54.12735,465,44.0
21,255,-4.520179,54.127309,465,44.0
21,256,-4.52004,54.127285,465,44.0
21,257,-4.5199,54.127277,465,54.0
21,258,-4.519719,54.127279,465,54.0
21,259,-4.519537,54.127309,465,54.0
21,260,-4.51937,54.127399,465,54.0
21,261,-4.519174,54.127506,465,61.0
21,262,-4.518951,54.12771,465,61.0
21,263,-4.518841,54.127799,465,61.0
21,264,-4.518659,54.127909,465,66.0
21,265,-4.518444,54.128002,465,66.0
21,266,-4.518248,54.128121,465,66.0
21,267,-4.517923,54.128296,465,66.0
21,268,-4.517667,54.12843,465,73.0
21,269,-4.517485,54.128495,465,79.0
21,270,-4.517304,54.128503,465,79.0
21,271,-4.517151,54.128495,465,79.0
21,272,-4.516927,54.128462,465,79.0
21,273,-4.516746,54.128389,465,79.0
21,274,-4.516536,54.128283,465,57.0
21,275,-4.516355,54.128135,465,57.0
21,276,-4.516062,54.127939,465,67.0
21,277,-4.515713,54.127849,465,67.0
21,278,-4.515113,54.127751,465,67.0
21,279,-4.51461,54.127628,465,78.0
21,280,-4.514191,54.127612,465,78.0
21,281,-4.51387,54.127677,465,78.0
21,282,-4.513689,54.127775,465,85.0
21,283,-4.513466,54.127898,465,85.0
21,284,-4.513256,54.12807,465,85.0
21,285,-4.512921,54.128225,465,85.0
21,286,-4.512558,54.128315,465,85.0
21,287,-4.512226,54.128412,465,101.0
21,288,-4.51197,54.1285,465,101.0
21,289,-4.511877,54.128582,465,101.0
21,290,-4.511805,54.128667,465,101.0
21,291,-4.511721,54.128816,465,101.0
21,292,-4.511657,54.128921,465,101.0
21,293,-4.511545,54.129004,465,101.0
21,294,-4.511419,54.129058,465,101.0
21,295,-4.511204,54.129109,465,88.0
21,296,-4.510995,54.129128,465,88.0
21,297,-4.510842,54.129141,465,88.0
21,298,-4.510616,54.129123,465,88.0
21,299,-4.510485,54.129068,465,88.0
21,300,-4.510409,54.12901,465,88.0
21,301,-4.510283,54.128839,465,88.0
21,302,-4.510158,54.128691,465,88.0
21,303,-4.510018,54.12852,465,88.0
21,304,-4.509809,54.128397,465,96.0
21,305,-4.50939,54.12834,465,96.0
21,306,-4.508943,54.128348,465,96.0
21,307,-4.508622,54.128381,465,94.0
21,308,-4.508134,54.128446,465,94.0
21,309,-4.507753,54.128545,465,94.0
21,310,-4.507553,54.12857,465,94.0
21,311,-4.507394,54.128536,465,92.0
21,312,-4.507213,54.128462,465,92.0
21,313,-4.506989,54.128356,465,92.0
21,314,-4.506813,54.128268,465,64.0
21,315,-4.506593,54.128198,465,64.0
21,316,-4.506138,54.128103,465,76.0
21,317,-4.505562,54.127996,465,76.0
21,318,-4.505009,54.127887,465,82.0
21,319,-4.504658,54.127825,465,82.0
21,320,-4.504316,54.127784,465,82.0
21,321,-4.503921,54.127753,465,82.0
21,322,-4.503803,54.127743,465,82.0
21,323,-4.50361,54.127749,465,82.0
21,324,-4.503336,54.127771,465,82.0
21,325,-4.502886,54.127836,465,82.0
21,326,-4.50229,54.127961,465,77.0
21,327,-4.501993,54.128045,465,77.0
21,328,-4.501673,54.12817,465,77.0
21,329,-4.501204,54.128329,465,92.0
21,330,-4.50095,54.128396,465,92.0
21,331,-4.500581,54.12844,465,92.0
21,332,-4.500284,54.128521,465,92.0
21,333,-4.49997,54.128653,465,81.0
21,334,-4.49972,54.128757,465,81.0
21,335,-4.499481,54.128876,465,81.0
21,336,-4.499243,54.129005,465,81.0
21,337,-4.499038,54.129151,465,81.0
21,338,-4.498763,54.129378,465,105.0
21,339,-4.49846,54.12964,465,88.0
21,340,-4.498386,54.129737,465,88.0
21,341,-4.498369,54.129835,465,88.0
21,342,-4.498432,54.12997,465,88.0
21,343,-4.498482,54.130074,465,113.0
21,344,-4.49846,54.130158,465,113.0
21,345,-4.498382,54.130228,465,113.0
21,346,-4.498249,54.130272,465,113.0
21,347,-4.4981,54.130313,465,113.0
21,348,-4.497977,54.130328,465,113.0
21,349,-4.497519,54.130386,465,113.0
21,350,-4.497134,54.130498,465,96.0
21,351,-4.496392,54.130775,465,96.0
21,352,-4.49625,54.130839,465,106.0
21,353,-4.496163,54.130915,465,106.0
21,354,-4.496136,54.131031,465,106.0
21,355,-4.496211,54.131289,465,106.0
21,356,-4.496211,54.131368,465,106.0
21,357,-4.496161,54.131436,465,106.0
21,358,-4.495917,54.131532,465,106.0
21,359,-4.495562,54.131607,465,106.0
21,360,-4.495302,54.131606,465,106.0
21,361,-4.495048,54.131576,465,106.0
21,362,-4.494937,54.131584,465,85.0
21,363,-4.494664,54.131654,465,85.0
21,364,-4.494442,54.131691,465,113.0
21,365,-4.494305,54.131677,465,113.0
21,366,-4.494149,54.131631,465,85.0
21,367,-4.493912,54.131585,465,85.0
21,368,-4.493746,54.131578,465,82.0
21,369,-4.49361,54.131586,465,82.0
21,370,-4.493438,54.131608,465,82.0
21,371,-4.4933,54.13165,465,82.0
21,372,-4.493163,54.131704,465,111.0
21,373,-4.492727,54.131779,465,111.0
21,374,-4.492215,54.131873,465,96.0
21,375,-4.491838,54.132016,465,96.0
21,376,-4.491488,54.132111,465,96.0
21,377,-4.491312,54.132203,465,96.0
21,378,-4.49122,54.132305,465,71.0
21,379,-4.491152,54.13259,465,81.0
21,380,-4.491064,54.132812,465,81.0
21,381,-4.490842,54.133053,465,81.0
21,382,-4.490558,54.133285,465,81.0
21,383,-4.490288,54.133591,465,88.0
21,384,-4.490037,54.134002,465,88.0
21,385,-4.489889,54.134215,465,71.0
21,386,-4.489718,54.134391,465,71.0
21,387,-4.489541,54.134524,465,71.0
21,388,-4.489229,54.134665,465,71.0
21,389,-4.48851,54.135105,465,69.0
21,390,-4.487868,54.135284,465,69.0
21,391,-4.487612,54.135464,465,69.0
21,392,-4.487459,54.135504,465,62.0
21,393,-4.487173,54.135494,465,62.0
21,394,-4.486878,54.135476,465,62.0
21,395,-4.486539,54.135542,465,62.0
21,396,-4.486453,54.135571,465,62.0
21,397,-4.486245,54.135643,465,55.0
21,398,-4.485647,54.135683,465,55.0
21,399,-4.485259,54.135759,465,55.0
21,400,-4.484961,54.135815,465,43.0
21,401,-4.484449,54.135974,465,65.0
21,402,-4.484281,54.136083,465,65.0
21,403,-4.483732,54.136208,465,57.0
21,404,-4.482905,54.136587,465,57.0
21,405,-4.482298,54.13675,465,59.0
21,406,-4.481829,54.136898,465,59.0
21,407,-4.481196,54.137167,465,46.0
21,408,-4.480566,54.137328,465,46.0
21,409,-4.480271,54.137426,465,46.0
21,410,-4.480076,54.137512,465,60.0
21,411,-4.479916,54.137624,465,51.0
21,412,-4.479741,54.137753,465,51.0
21,413,-4.479606,54.137844,465,51.0
21,414,-4.479387,54.137963,465,51.0
21,415,-4.479239,54.138031,465,51.0
21,416,-4.479121,54.138075,465,51.0
21,417,-4.479008,54.138098,465,51.0
21,418,-4.478897,54.138113,465,51.0
21,419,-4.478679,54.13812,465,47.0
21,420,-4.478443,54.138122,465,47.0
21,421,-4.478287,54.13811,465,47.0
21,422,-4.478163,54.138086,465,47.0
21,423,-4.478075,54.138058,465,47.0
21,424,-4.477898,54.137992,465,47.0
21,425,-4.477742,54.137945,465,47.0
21,426,-4.477621,54.137919,465,47.0
21,427,-4.477493,54.137899,465,50.0
21,428,-4.477376,54.137897,465,50.0
21,429,-4.477274,54.137912,465,50.0
21,430,-4.477131,54.137945,465,50.0
21,431,-4.477003,54.137994,465,50.0
21,432,-4.476925,54.138027,465,50.0
21,433,-4.476848,54.138071,465,50.0
21,434,-4.476633,54.138213,465,50.0
21,435,-4.476457,54.138331,465,63.0
21,436,-4.476249,54.138443,465,59.0
21,437,-4.476099,54.138495,465,59.0
21,438,-4.47575,54.138591,465,59.0
21,439,-4.475378,54.138699,465,59.0
21,440,-4.475126,54.138781,465,59.0
21,441,-4.475004,54.138836,465,52.0
21,442,-4.47491,54.1389,465,52.0
21,443,-4.474839,54.138964,465,52.0
21,444,-4.474796,54.139027,465,52.0
21,445,-4.474708,54.139118,465,52.0
21,446,-4.474648,54.139161,465,73.0
21,447,-4.474582,54.13919,465,73.0
21,448,-4.474446,54.139215,465,73.0
21,449,-4.474085,54.139225,465,73.0
21,450,-4.473855,54.139241,465,73.0
21,451,-4.473633,54.139282,465,64.0
21,452,-4.473414,54.139331,465,64.0
21,453,-4.473214,54.139394,465,64.0
21,454,-4.472884,54.139536,465,64.0
21,455,-4.471535,54.140254,465,77.0
21,456,-4.471228,54.140448,465,62.0
21,457,-4.471025,54.140598,465,62.0
21,458,-4.470948,54.140696,465,62.0
21,459,-4.470909,54.140719,465,62.0
21,460,-4.470822,54.140754,465,62.0
21,461,-4.470731,54.140794,465,62.0
21,462,-4.470501,54.140968,465,79.0
21,463,-4.470308,54.141112,465,79.0
21,464,-4.470139,54.141209,465,79.0
22,0,-4.582268,54.261085,461,126.0
22,1,-4.582439,54.2612,461,126.0
22,2,-4.584323,54.262875,461,125.0
22,3,-4.584677,54.263174,461,125.0
22,4,-4.584811,54.263281,461,125.0
22,5,-4.584909,54.263481,461,127.0
22,6,-4.584945,54.263645,461,127.0
22,7,-4.584945,54.263865,461,127.0
22,8,-4.58498,54.264194,461,128.0
22,9,-4.585065,54.264459,461,130.0
22,10,-4.585151,54.264672,461,130.0
22,11,-4.585299,54.264806,461,130.0
22,12,-4.585384,54.264909,461,130.0
22,13,-4.585459,54.265048,461,126.0
22,14,-4.58547,54.265159,461,126.0
22,15,-4.585354,54.265461,461,126.0
22,16,-4.58506,54.26597,461,123.0
22,17,-4.585071,54.266118,461,123.0
22,18,-4.585142,54.266146,461,123.0
22,19,-4.585465,54.266274,461,123.0
22,20,-4.586202,54.266572,461,123.0
22,21,-4.586618,54.26673,461,117.0
22,22,-4.587018,54.266904,461,117.0
22,23,-4.587342,54.267027,461,117.0
22,24,-4.587547,54.267147,461,111.0
22,25,-4.587712,54.267289,461,111.0
22,26,-4.587879,54.267427,461,111.0
22,27,-4.588346,54.267684,461,106.0
22,28,-4.588739,54.267786,461,106.0
22,29,-4.589449,54.267833,461,98.0
22,30,-4.589535,54.267839,461,98.0
22,31,-4.590701,54.267814,461,90.0
22,32,-4.590904,54.267879,461,90.0
22,33,-4.591037,54.267945,461,90.0
22,34,-4.591191,54.268022,461,90.0
22,35,-4.591527,54.268189,461,83.0
22,36,-4.591751,54.268284,461,83.0
22,37,-4.592157,54.268412,461,83.0
22,38,-4.592525,54.268528,461,74.0
22,39,-4.592958,54.268718,461,74.0
22,40,-4.59305,54.268757,461,74.0
22,41,-4.593091,54.268773,461,74.0
22,42,-4.593103,54.268776,461,74.0
22,43,-4.593115,54.268777,461,74.0
22,44,-4.593129,54.268776,461,74.0
22,45,-4.593142,54.268773,461,74.0
22,46,-4.593151,54.26877,461,74.0
22,47,-4.593159,54.268767,461,74.0
22,48,-4.593176,54.268758,461,74.0
22,49,-4.59321,54.268743,461,74.0
22,50,-4.593282,54.268712,461,74.0
22,51,-4.593486,54.268604,461,74.0
22,52,-4.593726,54.268547,461,74.0
22,53,-4.593872,54.268582,461,67.0
22,54,-4.594615,54.268834,461,67.0
22,55,-4.59501,54.26891,461,64.0
22,56,-4.595183,54.268927,461,64.0
22,57,-4.595353,54.268945,461,64.0
22,58,-4.595669,54.268988,461,64.0
22,59,-4.596045,54.269103,461,64.0
22,60,-4.596457,54.269212,461,56.0
22,61,-4.596913,54.269284,461,56.0
22,62,-4.597355,54.269349,461,56.0
22,63,-4.597914,54.269413,461,54.0
22,64,-4.59828,54.269412,461,54.0
22,65,-4.598317,54.269438,461,54.0
22,66,-4.598866,54.269856,461,53.0
22,67,-4.599387,54.270266,461,46.0
22,68,-4.599749,54.270554,461,46.0
22,69,-4.59983,54.270691,461,46.0
22,70,-4.59983,54.270883,461,44.0
22,71,-4.599745,54.271068,461,44.0
22,72,-4.599659,54.271196,461,44.0
22,73,-4.599595,54.271325,461,44.0
22,74,-4.599576,54.271374,461,44.0
22,75,-4.599584,54.271466,461,44.0
22,76,-4.599661,54.271608,461,44.0
22,77,-4.59979,54.271795,461,44.0
22,78,-4.599959,54.272211,461,44.0
22,79,-4.600037,54.272332,461,42.0
22,80,-4.600168,54.272442,461,42.0
22,81,-4.600299,54.27255,461,43.0
22,82,-4.600584,54.272726,461,43.0
22,83,-4.601031,54.27297,461,43.0
22,84,-4.601468,54.272731,461,40.0
22,85,-4.601693,54.272606,461,40.0
22,86,-4.601936,54.272458,461,40.0
22,87,-4.602083,54.272365,461,40.0
22,88,-4.602166,54.272313,461,40.0
22,89,-4.602415,54.272141,461,40.0
22,90,-4.602811,54.271826,461,36.0
22,91,-4.603196,54.271464,461,27.0
22,92,-4.603502,54.271163,461,27.0
22,93,-4.603574,54.2711,461,27.0
22,94,-4.603649,54.271035,461,27.0
22,95,-4.603778,54.270962,461,20.0
22,96,-4.60389,54.270925,461,20.0
22,97,-4.604062,54.270881,461,20.0
22,98,-4.6042,54.270856,461,20.0
22,99,-4.604431,54.270814,461,38.0
22,100,-4.604642,54.270774,461,38.0
22,101,-4.604798,54.270734,461,38.0
22,102,-4.604938,54.270695,461,38.0
22,103,-4.605083,54.270648,461,38.0
22,104,-4.605371,54.270552,461,38.0
22,105,-4.605841,54.27041,461,38.0
22,106,-4.606319,54.27028,461,30.0
22,107,-4.606883,54.27014,461,30.0
22,108,-4.607191,54.270065,461,30.0
22,109,-4.607357,54.270022,461,30.0
22,110,-4.60776,54.269883,461,37.0
22,111,-4.608076,54.269772,461,37.0
22,112,-4.608414,54.269645,461,37.0
22,113,-4.608628,54.269561,461,37.0
22,114,-4.608792,54.269494,461,19.0
22,115,-4.608949,54.269418,461,19.0
22,116,-4.609122,54.269314,461,19.0
22,117,-4.609481,54.269067,461,39.0
22,118,-4.609808,54.268837,461,39.0
22,119,-4.610337,54.268472,461,15.0
22,120,-4.610776,54.268178,461,40.0
22,121,-4.610961,54.268073,461,40.0
22,122,-4.611268,54.267914,461,32.0
22,123,-4.611866,54.267612,461,32.0
22,124,-4.613248,54.266913,461,39.0
22,125,-4.613451,54.266811,461,39.0
22,126,-4.613582,54.266737,461,39.0
22,127,-4.613735,54.266638,461,45.0
22,128,-4.613989,54.266467,461,39.0
22,129,-4.614193,54.266324,461,39.0
22,130,-4.614379,54.266173,461,39.0
22,131,-4.614717,54.265919,461,39.0
22,132,-4.615373,54.265417,461,39.0
22,133,-4.61555,54.265285,461,39.0
22,134,-4.615724,54.265128,461,39.0
22,135,-4.615969,54.264885,461,48.0
22,136,-4.616403,54.264439,461,35.0
22,137,-4.616775,54.264067,461,42.0
22,138,-4.617126,54.263715,461,42.0
22,139,-4.617469,54.263371,461,42.0
22,140,-4.617938,54.262911,461,38.0
22,141,-4.618053,54.262797,461,38.0
22,142,-4.618209,54.262628,461,38.0
22,143,-4.618312,54.262503,461,38.0
22,144,-4.618508,54.262221,461,48.0
22,145,-4.618614,54.262096,461,48.0
22,146,-4.618739,54.261982,461,48.0
22,147,-4.618983,54.261823,461,40.0
22,148,-4.620097,54.261163,461,42.0
22,149,-4.620671,54.260834,461,42.0
22,150,-4.620707,54.260813,461,58.0
22,151,-4.620938,54.260677,461,58.0
22,152,-4.621339,54.260427,461,42.0
22,153,-4.622034,54.25999,461,62.0
22,154,-4.622462,54.259727,461,62.0
22,155,-4.622484,54.259712,461,62.0
22,156,-4.62326,54.259177,461,50.0
22,157,-4.623952,54.258686,461,48.0
22,158,-4.624273,54.258446,461,48.0
22,159,-4.624499,54.258261,461,62.0
22,160,-4.624637,54.258138,461,62.0
22,161,-4.624702,54.25807,461,62.0
22,162,-4.62476,54.257995,461,62.0
22,163,-4.624971,54.257685,461,62.0
22,164,-4.625381,54.257079,461,60.0
22,165,-4.625461,54.256955,461,60.0
22,166,-4.625516,54.256864,461,60.0
22,167,-4.625551,54.256783,461,60.0
22,168,-4.625576,54.256705,461,60.0
22,169,-4.62558,54.256626,461,59.0
22,170,-4.625567,54.256557,461,59.0
22,171,-4.62554,54.256488,461,59.0
22,172,-4.62549,54.256403,461,59.0
22,173,-4.625419,54.256299,461,59.0
22,174,-4.625337,54.256184,461,59.0
22,175,-4.625271,54.256089,461,59.0
22,176,-4.625211,54.256019,461,59.0
22,177,-4.625127,54.255941,461,59.0
22,178,-4.625088,54.255874,461,59.0
22,179,-4.625099,54.255825,461,78.0
22,180,-4.625132,54.255781,461,78.0
22,181,-4.625179,54.255741,461,78.0
22,182,-4.625251,54.255711,461,78.0
22,183,-4.625334,54.255693,461,78.0
22,184,-4.625429,54.255683,461,78.0
22,185,-4.625521,54.255691,461,78.0
22,186,-4.625667,54.255731,461,78.0
22,187,-4.62578,54.255773,461,78.0
22,188,-4.625984,54.255848,461,59.0
22,189,-4.626128,54.255899,461,59.0
22,190,-4.626248,54.25593,461,59.0
22,191,-4.626372,54.25595,461,56.0
22,192,-4.626482,54.255956,461,56.0
22,193,-4.626621,54.255936,461,56.0
22,194,-4.626761,54.255905,461,56.0
22,195,-4.627109,54.255808,461,71.0
22,196,-4.627434,54.255704,461,71.0
22,197,-4.62772,54.255605,461,61.0
22,198,-4.627984,54.255498,461,61.0
